title,lyrics,release_date,Album,release_year,Word Count
La Buena Vida, woke happy accident forgot gone again words typed read alone sofa skin soft today away memories starting feel like memory  thought traveling world together making love afternoon forgetting like wake next through  here tonight stead working working time home alone glass wine life post  listen  wanna making plans time asking what mind know mind scared gonna fall behind listen listen more anybody life right tend forget looking back gonna regret  thought traveling world together making love afternoon forgetting like wake next going through baby  here tonight stead working working time home alone glass wine life bridge vida importa amor llena coraz viene forgetting like wake next this through  here tonight stead working working time home alone glass wine life imagined first spent night feel like yours feel like mine twenties gonna pass life this life life  buena vida buena vida donde buena vida buena vida buena vida buena vida necesito,2022-04-08,Familia,2022.0,159
​everyone at this party, didn wanna friend gonna here make whole thing weird nervous case just case coast clear looking over people shoulders that fucked know that  vision looking different when dress drink wrong thing probably best looking peoples shoulders hoping somewhere close  everyone party everyone party wanna into never everyone party everyone party wanna search every room always  last night staying west side scotty told here thoughts fuck waste years space needed realize need realize need  everyone party everyone party wanna into never everyone party everyone party wanna search every room always everyone party everyone party  realize need,2022-04-08,Familia,2022.0,101
Dade County Dreaming,refrain real city girl shit poppin pussy real city girl shit poppin pussy bitches showin collins show bitches shakin collins show real city girl shit poppin pussy real city girl shit poppin pussy bitches showin collins show bitches shakin collins show  camila cabello skyline lightin makeup south beach city wake city wake cuban girl nails done nail done everybody look cause caked caked celebrate breakup rude come meet maker rude take take payin tessy paystub  camila cabello dade county dreamin head sunroof girls screamin back schemin sure know give love receivin blame party city raised yeah party like forgot famous wine like nameless interlude yung miami camila cabello yung miami city girls xoxo  yung miami camila cabello city streets pretty locka goons poppin hella poppin boys dickies city chevy wheels choppin know young seen bitch boss niggas dream bitch gettin team about nigga open safe clean this pussy cause wrist game beat slap broke bitch biscayne facts refrain real city girl shit poppin poppin real city girl shit poppin real city girl shit poppin poppin real city girl shit poppin pussy bitches showin collins show bitches shakin collins show show clap down left right fuck dick game soft home nigga pack chanel bags real bitch stack next chrome hearts tags back bridge camila cabello real miami girls poppin poppin city girls benz hoppin city girls shoppin real miami girls club hoppin hoppin high rise view collins baby could hide collins drop come callin real miami girls collins  camila cabello dade county dreamin head sunroof girls screamin back schemin sure know give love receivin girl loves feelin life eyes everything fleeting feel ceilin orange skies never leavin  camila cabello,2024-06-21,"C,XOXO (Magic City Edition)",2024.0,283
Twentysomethings,  know confused need that truth last time review hated reason laugh dick sometimes might alright might alright laugh bitch sometimes probably work baby might feels like livin limbo mine somewhere middle okay tall made feel even little babe  want good night screwin life want hold tight tell alright want phone feel better remind grown could want yeah  twenty somethin love lust confusion twenty somethin dancin hearts bruisin leave manhattan cross bridge brooklyn when comes know fuck doin doin twenty somethin left party sooner twenty somethin gotta sense humor when comes know fuck doin  bout lose service elevator down maybe could somethin later fuck mean need translator straight  want good night screwin life life want hold tight tell alright want phone feel better remind grown could want yeah  twenty somethin love lust confusion twenty somethin dancin hearts bruisin leave manhattan cross bridge brooklyn when comes know fuck doin doin twenty somethin left party sooner yeah twenty somethin gotta sense humor when comes know fuck doin  know fuck doin,2024-06-28,"C,XOXO (Magic City Edition)",2024.0,175
Celia,letra celia verso quiere mudar miami tomarse tequila papi quiere invitar party sonr aunque entiende nada puedo clases privadas besitos cara coro fascina emboba envicia bien enamora coro gusta hable diga cositas nunca dicho tiene idea metido esta loca conocido ahora baila canciones gustan salsa dice asusta vivido vida conoci celia cuba cuba post coro verso contigo frente leal hasta muerte gusto evidente cara claramente coro fascina emboba envicia este bien enamora coro gusta hable diga cositas nunca dicho tiene idea metido esta loca conocido ahora baila canciones gustan salsa dice asusta vivido vida conoci celia cuba cuba post coro  cuba,2022-04-08,Familia,2022.0,102
Boys Don’t Cry, know thoughts want head spinnin round round round know demons past slowin down down down answer facetime never much poker face make less human right  when afraid world every part hurts know many times saved hidin makin worse wanna close baby  give pain take weight shoulders afraid fall hold made hold back rain ever told boys boys  hate shut actin like shit figure wanna touched wanna discuss just head what head come back talk stupid drama trauma turned armor keepin performing love come touch yeah  when afraid world every part hurts know many times saved hidin makin worse wanna close baby  give pain take weight shoulders afraid fall hold made hold back rain yeah ever told boys boys post  yeah yeah yeah yeah boys boys yeah yeah yeah yeah boys boys bridge come baby head head head come baby head head head know come baby head know anything head head come baby head head head  give pain take weight shoulders afraid fall hold made hold back rain ever told boys boys  boys boys,2022-04-08,Familia,2022.0,182
Lola, yotuel esto camila cabello yotuel casa  camila cabello lola smartest school supernova mind beyond time thrill know dreams fall love place like barcelona lola lola lola  camila cabello coulda walked moon yeah coulda found cure family food leave school work nobody breaks ceiling nobody from nobody breaks ceiling yeah  camila cabello nobody list ning speak speak thos dreams fading slowly slowly knows stories bout police police speak speak  camila cabello lola believed world promised older seen people disagree disappear power days food nothing changes dream sold lola lola lola  camila cabello coulda walked moon yeah coulda found cure worried children ninety miles shore nobody breaks ceiling nobody from nobody breaks ceiling yeah nobody  camila cabello nobody listening speak speak dreams fading slowly slowly knows stories bout police police speak speak  yotuel camila cabello pone bien bonita como lista desfile prometieron reina caribe pero alguien cambi cine comenzar nuevo solo pide bajo mundo ella proviene cuanto vales cuanto tienes precio lola cuando salida quiere libertad quiere patria vida  camila cabello nobody listening speak speak dreams fading slowly slowly knows stories bout police police speak speak  yotuel quiso sacarse dolor matando coraz ella volar pero nunca despeg cuanto sufre paso tiempo siempre sola habana ntas lolas,2022-04-08,Familia,2022.0,214
can friends kiss?, call number slow whine make wonder fantasies head yeah know shouldn  friends kiss touch like this undercover like little close play popcaan song mind gone like this teasin like like little close play konshens song mind gone like this  like girl move when talk moody icin neck yeah neck want drip drip lips  come party come touch body busybody tick tick tick tick come find behind party come touch body busybody tick tick tick tick come find come behind baby  friends kiss touch like this undercover like yeah yeah little close play popcaan song mind gone like this teasin like like little close play konshens song mind gone like this bridge lock door fall love bored know yours anymore this blue chiffon need gone more radikon goes  friends kiss yeah touch like this yeah undercover like yeah yeah little close play popcaan song mind gone like like this teasin like yeah like yeah little close play konshens song mind gone like this  teasin like,2024-09-06,"C,XOXO (Magic City Edition)",2024.0,171
Quiet, comin over started takin breaths cause anxious much take years makin melatonin meditation ease anticipation drink making helpin waitin  cool like icicle think gonna  hands touchin waist back wait hands movin ways like need right wait mind made much noise long gone cause kiss quiet quiet post  quiet quiet  taller your hair longer couple tattoos since lookin hands thinkin plans panic what damaged what imagined focus gorgeous less goddamn  cool like icicle think gonna  hands hands touchin waist back wait hands movin ways like need right wait mind made much noise long gone cause kiss quiet quiet post  quiet quiet bridge  hands touchin waist back wait hands movin ways like need right wait right mind made much noise long gone cause kiss quiet yeah yeah quiet post  yeah yeah quiet quiet,2022-04-08,Familia,2022.0,141
No Doubt, buta yeah yeah buta yeah yeah buta yeah yeah  seeing visions ceiling drunken kisses heavy breathing wall unbuttoning jeans tell want loves night makes breakfast real connection love fall makes wanna scream making shit  paranoid there something know demons creepin even hear anymore  making love leave doubt biting corner mouth take psycho brain yeah leave doubt eyes slow down take psycho brain yeah leave doubt post  buta yeah yeah buta yeah yeah buta yeah yeah  head racin plead innocence guilty hyper vigilant getting again cause shit gettin good spiral again imagination gone belligerent seeing flags even exist that head cause shit gettin good worry bout again  paranoid there something know demons creepin even hear anymore  making love leave doubt biting corner mouth take psycho brain yeah leave doubt eyes slow down take psycho brain yeah leave doubt post  same besa same buta yeah yeah same besa same buta yeah yeah cintura came sienta celos estoy sintiendo buta yeah yeah going outta mind same besa same outta mind same besa same going outta mind cintura came sienta celos estoy sintiendo  making love leave doubt biting corner mouth take psycho brain yeah leave doubt eyes slow down take psycho brain yeah leave doubt,2022-04-08,Familia,2022.0,211
Cinderella, bibbidi bobbiidi seems floor getting colder since laid held hands cause late liner phone fronting look fronting look look fronting cause same sign clear phone ring said dream wish heart makes reality  cinderella never asked prince just dress anybody like this shoe walk barefoot moon fall clock hits spot then bibbidi bobbiidi instagram back managed crew twelve ripped skinny jeans still damn princess bibbidi bobbiidi bibbidi bobbiidi  broke sweat tryna catch single blame listening want kissing asking wine hold down mean supposed like date something  cinderella never asked prince just dress anybody like this shoe walk barefoot moon fall clock hits spot then bibbidi bobbiidi cinderella never asked prince just dress anybody like this twenty first century girls need chivalry fall clock hits spot then bibbidi bobbiidi bridge once upon time face divine understand gentleman lady said farewell deserved better real crying alone cause sassed song  cinderella never asked prince just dress anybody like this shoe walk barefoot moon fall clock hits spot then fall clock hits spot then  still damn princess bibbidi bobbiidi,,,,180
DREAM-GIRLS, used kick park grown rockin stilettos jumpin mercedes truck  keisha sonia tanya monique niecy keke twenty think knows shit yeah yeah shawty next shit  mini dress lowkey down heels cause came throw round body cause work brought fuji uchi fuck phone lines white wine burnout worldwide reppin town flew girls bahamas night short life goin yeah  play shuffle makes think takes back days  keisha sonia tanya monique niecy keke twenty yeah think knows shit yeah post  shawty next shit shit shawty shit shit always shit shit shawty  stamina posin posin posin camera watch curves drive slow ride  yeah play shuffle makes think takes back days  keisha sonia tanya monique niecy keke twenty yeah think knows shit yeah post  shawty next shit shit shawty shit shit always shit shit shawty  girls learnin women know keep sexy figure know makin world round this girls know well know learnin women know keep sexy figure know makes world round know well know,2024-06-28,"C,XOXO (Magic City Edition)",2024.0,169
󠁪baby pink, think fine looks like sleep wreck kingsized starin keep  camila cabello like textin like things hate chemistry good gets best becomin skeptic becomin more complicated planned know misunderstand  camila cabello baggage cause pull hair like before know like love lett door signed xoxo motherfucker mine forever  camila cabello mini baby pink yeah wild broke sink neck iced like rink gems baby pink yeah yummy lips taste like drink know folding kink yeah  camila cabello dress kill army jacquemus purse shoes versace teasin favorite hobby went little sorry latin boys calling amor mami americans calling baby shawty after calamari tessie head party party  camila cabello baggage cause motherfucker mine forever  camila cabello mini baby pink yeah wild broke sink neck iced like rink gems baby pink yeah lips taste like drink know folding kink mini baby pink wild broke sink neck iced like rink iced like gems baby pink lips taste like drink know folding kink yeah  break  triplin daydreamin bout bout ever think bout when hear play songs sing along tell this yeah yeah fake shit thought yeah yeah would died like keem save tears visine know mean dreams bout gettin rich then nigga rich nigga iced then went back house said look look yeah need pink diamonds wrist wrist need rick owens yeah need gold plaque wall wall bitch thought movin found broad guard same different knock money heal pain shop walk louis think might rock prada fall bottega boots make feel tall yeah yeah long fall call again text broken hearts think fallin love again gave trust heart promise bout yeah bridge triplin triplin camila cabello bout yeah yeah want want limit pockets pockets spend spend cause bout yeah yeah want want limit pockets pockets spend spend cause yeah  camila cabello,2024-09-06,"C,XOXO (Magic City Edition)",2024.0,303
​​pretty when i cry, best dress sorry baby least like leave  still pretty pity want pretty this light glitter fallin pink blue diamond eyes look lost still pretty pretty  pretty ride look good spite burn mind like everything everything cool wanna right that nice mood fight fight yeah  yeah make brown blue yeah crazy again dancin  still pretty pity want pretty light glitter fallin pink blue diamond eyes look lost still pretty pretty post  pretty pretty pretty pretty pretty bridge unlimited sets unlimited yeah unlimited sets unlimited yeah unlimited sets unlimited yeah unlimited sets unlimited  still pretty yeah pity want pretty light yeah glitter fallin pink blue diamond eyes look lost still pretty yeah pretty post  pretty pretty pretty pretty pretty pretty pretty pretty pretty pretty pretty,2024-06-28,"C,XOXO (Magic City Edition)",2024.0,131
