title,lyrics,release_date,Album,release_year,Word Count
Lonely Night, normani attention yeah better listen cause questions late night textin likin every best friend refrain normani shit together shit together vision that reason keep distance  dinah normani must confused what must confused what room fools around  dinah treat mama right another chick side look everywhere eyes gonna lonely lonely lonely lonely lonely night post  dinah normani lonely lonely lonely lonely lonely lonely lonely lonely night lonely lonely lonely lonely lonely lonely lonely lonely night  lauren lauren dinah yeah learn lesson yeah permanent detention want love affection then better make good impression refrain lauren normani normani lauren ally shit together shit together yeah vision that reason keep distance  dinah lauren must confused bout must confused bout room fools around round  dinah lauren ally treat mama right another chick side when know want baby look everywhere eyes gonna lonely lonely lonely lonely lonely night post  dinah normani lauren lonely lonely lonely lonely lonely lonely lonely lonely night lonely night lonely lonely lonely lonely lonely night lonely lonely lonely lonely night bridge ally dinah this warnin right have lonely night lonely night this warnin right right have lonely night lonely night breakdown dinah ally night lonely night yeah woah  dinah normani ally dinah ally lauren treat mama right another chick side look everywhere eyes woah gonna lonely lonely lonely lonely lonely night  dinah gonna lonely lonely lonely lonely lonely night gonna lonely lonely lonely lonely lonely night,2017-08-25,Fifth Harmony,2017,244
"Brave, Honest, Beautiful", normani flict lauren ready normani ready camila ready ally dinah jane fifth harmony  dinah normani waste precious time with nonsense mind criticize more smile worth fightin  normani camila lauren yeah everythin with perfect porcelain compare gotta remind yourself that amazing babe break every could smilin every gotta remind yourself  camila dance like beyonc shake like shakira cause brave fearless beautiful beautiful whine like rihanna pose like madonna cause brave honest beautiful beautiful girl  ally camila sell every stadium crowd goes crazy done know beautiful yeah yeah deserve hollywood star  normani ally camila yeah everythin with perfect porcelain compare just gotta remind yourself that amazing babe break every could smilin every gotta remind yourself  camila camila meghan trainor dance like beyonc shake like shakira cause brave fearless beautiful beautiful whine like rihanna pose like madonna cause brave honest beautiful beautiful girl interlude meghan trainor normani haha said beautiful beautiful meghan bring bass bridge meghan trainor meghan trainor ally shake shake shake mama show world know wind waist tell stop tell stop tell stop shake shake shake mama show world know confidence help help  camila meghan trainor ally dance like beyonc shake like shakira cause brave fearless fearless beautiful beautiful woah whine like rihanna whine whine pose like madonna pose like madonna cause brave honest beautiful beautiful girl  camila dinah normani dance like beyonc shake like shakira shakira shakira cause brave fearless beautiful beautiful whine like rihanna pose like madonna cause brave honest beautiful beautiful girl girl,2015-01-30,Reflection (Japan Deluxe Edition),2015,254
1000 Hands, camila tired tired yeah  camila normani give nothin ever tried perfect somethin like truest everywhere somehow place ever long hold down liberty  dinah warm touch pressure fingertips never enough nothin submit  lauren wanna feel thousand hands from make feel thousand hands from  normani ally grab hold soul make feel complete within show these goosebumps skin wear heart sleeve need feel pain would take bullet cause know same  dinah warm touch pressure fingertips never enough nothin submit  camila wanna feel thousand hands from make feel thousand hands from  camila want feel thousand thousand hands just wanna feel thousand thousand hands feel thousand hands,2016-05-27,7/27 (Japan Deluxe Edition),2016,110
Bridges, ally dinah spend time rewind sorry many times remind myself come stories build walls blind ourselves every action there reaction  dinah know world cold divide there something inside power grows there something beautiful flaws something calling says  normani dinah ally build bridges build bridges separate know love conquer hate build bridges bridges walls build bridges walls bridges walls  lauren normani believe beauty love believe really believe every woman fighter believe every stand beside  lauren ally know world cold divide there something inside power grows there something beautiful flaws something calling says  normani ally dinah build bridges build build bridges separate know love conquer hate build bridges bridges walls build bridges walls bridges walls bridge dinah ally normani lauren pray break chains because love worth fighting shed light build pray break chains because love worth fighting shed light build pray yeah yeah break chains because love worth fighting shed light build pray break chains praying yeah because love worth fighting shed light refrain dinah ally build bridges build pray break chains build bridges because love worth fighting shed light build bridges pray break chains build bridges because love worth fighting shed light  normani ally dinah build bridges build build bridges build bridges build bridges build bridges build bridges separate build bridges know love conquer hate build bridges build bridges build bridges bridges walls build bridges walls,2017-08-25,Fifth Harmony,2017,232
Sauced Up, ally lauren sauced forever young never cause sauced like what what what what what money  lauren your flow know fluent code make come bands though drop couple show came refrain lauren ally dinah disaronno rocks rocks fireball lemon drop lemon drop clock shut talk  dinah normani dinah right right what doin right want problems want power drivin follow  ally lauren sauced forever young never blame drunk love explain tomorrow show rock bass show rock roll cause sauced like what what what  normani sauced sauced feelings sauced feelin bossed make baby what refrain normani ally dinah disaronno rocks rocks fireball lemon drop lemon drop clock shut talk  dinah normani dinah right right what doin right want problems want power drivin follow  ally lauren sauced forever young never blame drunk love explain tomorrow show rock bass show rock roll cause sauced like what what what bridge dinah what night feelin ceilin cards table keep hundred baby show made  dinah normani normani right right what doin right want problems want problems want power drivin drivin follow  normani ally dinah sauced sauced forever young never blame drunk love blame drunk love babe explain tomorrow show show rock bass show rock roll cause sauced like what post  ally normani dinah lauren dinah what what sauced sauced woah feelings sauced what feelin bossed woah make what what sauced sauced woah feelings sauced what feelin bossed make  lauren lauren ally what what what what what what,2017-08-25,Fifth Harmony,2017,250
Squeeze, normani camila night looking wish could read mind dimming light dark going feel only moon guide  lauren when alone close give warmth never known face face caught wild embrace this safest place ever known  dinah arms around baby arms around baby squeeze only know save arms around baby squeeze squeeze post  ally  ally remember night talking saying words wanna hear most gave heart gave coat cold taking sweet slow  lauren when alone close give warmth never known face face caught wild embrace this safest place ever known  dinah arms around baby arms around baby squeeze only know save arms around baby squeeze squeeze post  ally  dinah camila lauren arms around baby arms around baby squeeze only know save arms around baby baby squeeze squeeze post  ally lauren would squeeze hold baby,2016-05-27,7/27 (Japan Deluxe Edition),2016,141
Make You Mad, make make  normani ally blood veins work baby baby know what mind heart move body every time leave image mind  ally like yeah baby come lock throw come  normani dinah dinah gonna make miss gonna make gonna make sure best ever gonna make miss gonna make gonna make sure best ever post  make make  dinah night hear call midnight hour that come alive turn light feel power take heat coming inside woah  lauren lauren dinah dinah like yeah baby come lock throw come woah  normani dinah normani dinah gonna make miss gonna make gonna make sure best ever woah woah gonna make miss gonna make make miss gonna make sure best ever post  make make make make make make bridge ally dinah normani come come come come come what come come come come come  normani dinah ally lauren gonna make miss make miss gonna make woah yeah gonna make sure best ever best ever baby gonna make miss gonna make love yeah gonna make gonna make sure best ever best ever,2017-08-25,Fifth Harmony,2017,181
Scared of Happy, lauren since lost words needles static stutters never knew love hurt feeling heat burn  camila just give good reason drop everythin leave seconds away turnin back around somethin feeling pushin pullin walls fall down  dinah dinah ally usually fearless scared happy usually fearless scared happy afraid nothing afraid used fearless scared happy post  camila scared happy  ally there something good sticking guns blame yourself take step back breathe once this want  normani normani ally give good reason drop everythin leave seconds away pullin outside door something feeling pushin pullin that come back more  dinah dinah ally camila usually fearless scared happy usually fearless scared happy afraid nothing afraid used fearless scared happy happy post  camila scared happy happy bridge lauren ally camila when goes down when goes when goes down will still around comin back runnin away  dinah camila dinah ally usually fearless yeah scared happy usually fearless scared happy fearless yeah afraid nothing afraid used fearless scared happy happy post  ally camila scared happy scared happy scared happy scared happy scared happy scared happy  camila camila ally normani dinah used fearless scared happy usually fearless scared happy afraid nothin afraid used fearless scared happy,2016-05-27,7/27 (Japan Deluxe Edition),2016,206
Messy, dinah tell straight feel filter touchin there filter refrain dinah cruel sometimes mind insecure door wonder  lauren ally hard handle dance around house nothin radio scandal runnin mouth crying bedroom floor  ally messy messy yeah admit messy crazy yeah admit changin changin messy yeah messy yeah admit  normani secrets here lights feelin cause hold tongue refrain normani ally cruel sometimes mind insecure door wonder  ally hard handle dance around house nothin radio scandal runnin mouth crying bedroom floor  normani ally dinah messy messy messy yeah admit messy crazy yeah admit changin woah changin yeah messy yeah messy yeah admit yeah admit bridge ally lauren dinah normani changin admit admit admit apologies yeah yeah changin changin changin changin yeah admit  ally lauren dinah messy messy yeah admit yeah messy crazy yeah admit yeah admit changin changin changin changin messy yeah messy yeah admit yeah admit post  dinah normani ally lauren messy yeah messy messy messy baby yeah admit baby babe baby changin changin yeah messy yeah messy yeah admit  ally,2017-08-25,Fifth Harmony,2017,178
Not That Kinda Girl, normani come  normani pull what benz tellin money spend wanna spend baby please show club what bottles tryna talk shit like gonna follow really really  lauren dinah normani even know know like even know keep staring show like fall think problem  camila looking like kinda girl just cause mean girl want treat like fucked kinda girl  camila dinah wanna like better speak shut yeah tryna tell wanna touch regret yeah  ally normani dinah ally know thinking wanna find body wanna know baby think ready baby show something more show there yeah  camila missy elliott looking like kinda girl just cause mean girl want treat like fucked kinda girl kinda girl looking looking like kinda girl that kinda girl just cause mean girl want want treat like fucked kinda girl kinda girl  missy elliott camila kinda girl freak first date first date straight that right make wait make wait look good look great want cake while face tryna taste what think thot forget forget that around block that wanna smash talk trash gets boys boys love love tell freak wife wife tell find girl like like kinda girl give panties  camila dinah looking then looking like kinda girl just cause just cause mean girl know want this baby baby want treat like fucked kinda girl kinda girl looking like kinda girl just cause cause mean girl want want treat like fucked kinda girl kinda girl,2016-05-27,7/27 (Japan Deluxe Edition),2016,243
We Know, normani same words thirst different name same jokes laugh guess that game show everything need  camila even though damn fine know better without even cross mind would always doubt  lauren believe thing time girls told play game yeah know know probably worked last time girls told play game yeah know post  dinah know know know know know know yeah know know know know know know yeah  ally normani first really ashamed entice chain number phone away maybe stay lane  camila even though damn fine know better without even cross mind would always doubt  lauren camila believe thing time girls told play game yeah know know probably worked last time girls told play game yeah know post  dinah camila know know know woah know know know yeah yeah yeah know know know know know know know know yeah  lauren camila dinah believe thing time girls told play game yeah know,2015-01-30,Reflection (Japan Deluxe Edition),2015,158
Like Mariah, tyga doop doop doop yeah doop doop doop  camila love call baby when lightin phone makes want like crazy runnin home runnin home just hear heart beat sweet like honeycomb gotta near cause best ever known  normani make like song yeah yeah hummin hummin beat drum rhythm rhythm yeah yeah  camila fifth harmony your lovin takes higher heart fire when touch body singing like mariah there denying your kisses keep flying when touch body singing like mariah post  dinah fifth harmony singing like mariah  normani lauren ally your name written lips every single little kiss like dream like dream need make wish cause want when like this lose cool  normani make like song yeah yeah hummin hummin beat drum rhythm rhythm yeah yeah  ally fifth harmony your lovin takes higher heart fire when touch body singing like mariah there denying your kisses keep flying when touch body singing like mariah post  dinah tyga fifth harmony yeah singing like mariah  tyga fire lookin love number supplier wanna wanna ride hottest city heart fire yeah yeah nothin know come pretty pretty pretty pretty sidity like aaliyah mariah carey stay winnin ridin papa love lambo pilot inside angel body king need goddess gotta love  dinah tyga fifth harmony your loving takes higher yeah heart fire when touch body singing like mariah there denying your kisses keep flying when touch body singing like mariah post  dinah tyga fifth harmony singing like mariah sing yeah  dinah tyga ally fifth harmony yeah singing like mariah yeah singing like mariah singing like mariah,2015-01-30,Reflection (Japan Deluxe Edition),2015,269
Me & My Girls, camila play favorite songs scream night long like when girls  camila normani lights turn loud talk understand word gotta sleep instead karaoke taking duckface selfies right left  lauren ally crazy stupid care people stare wobble diva queen yeah britney demi direction bieber  camila normani play favorite songs scream night long like when girls dance like watching crack booty poppin like when girls watch post  ally girls girls girls girls girls girls  ally dinah voice gone favorite times like always come along need there rather than crazy freaks  lauren ally crazy stupid care people stare wobble diva queen yeah britney demi direction bieber  camila normani play favorite songs scream night long like when girls dance like watching crack booty poppin like when girls watch post  ally girls girls girls girls yeah girls girls bridge dinah ally break down break down break down break yeah yeah break down break down break down break down  camila normani play favorite songs scream night long like when girls dance like watching crack booty poppin like when girls watch,2013-07-18,Reflection (Japan Deluxe Edition),2013,183
Better Together, lauren normani when together strangers playin around wanna work wanna work thought something missing different baby lookin back really worked yeah really worked  dinah because gone sleep alone help want back cause  ally ally camila miss said really miss understand better together miss said really really miss understand better together post  lauren camila better better better better better know better together better better better better better know better together  camila normani watching thinking ever dumb known known late wanna know babe tell could still cause finally know yeah really know  ally because gone sleep alone help want back cause  ally camila both miss said really said really miss understand better together miss miss said really really miss understand better together post  lauren camila better better better better better know better together better better better better better know better together bridge camila ally gone sleep alone help want back cause refrain lauren dinah camila better better better better better yeah know better together better better better better better know better together yeah  ally dinah camila normani miss know miss said really said really miss understand better together miss said really really miss understand better together  lauren camila better better better better better know better together better better better better better know better together,2013-10-18,Reflection (Japan Deluxe Edition),2013,222
Can You See, normani searchin somethin somethin that bigger believe refrain normani knew star close could touch light hearts lead dark  dinah lauren normani waited life feel feelin that feel right open eyes world brighter  ally normani tell star shine lights tell great meet king kings come follow tell star  lauren leap faith promise there army mountain stop refrain lauren ally lauren knew star close could touch light hearts lead dark  dinah ally tell star star shine lights tell great great meet king kings come follow tell star bridge dinah  dinah lauren waited life feel feelin that feel right open eyes world brighter  lauren ally dinah normani tell star shine lights tell great great meet king kings come follow tell star star post  lauren ally normani dinah yeah tell star tell star tell star star king kings lord lords tell star tell star  dinah meet king kings come follow,2017-10-17,The Star (Original Motion Picture Soundtrack),2017,155
Voicemail, dinah dinah camila reached phone number longer service wait call back cause thinkin bout post  normani camila shake shake shake shake shake shake single ladies shake shake shake shake shake shake pretty ladies  lauren club going thinkin bout stay stay girls gettin down watch news  lauren lauren camila keep callin keep callin ignore ignore keep callin keep callin voicemail answer  dinah camila ally camila reached phone number that longer service wait call back call back cause thinkin bout reached phone number lover probably lose time start dealin fact yeah that thinkin bout post  normani camila normani camila shake shake shake shake shake shake single ladies shake shake shake shake shake shake pretty ladies  camila what what everythin need include never seen booty movin like mine break down interlude boom boom bounce boom boom bounce boom boom bounce boom boom bounce  dinah lauren camila normani dinah lauren keep callin keep callin ignore ignore keep callin keep callin keep callin keep callin voicemail answer  dinah camila ally reached phone number that longer service wait call back cause thinkin bout thinkin bout reached phone number lover probably lose time start dealin fact dealin fact that thinkin bout post  normani camila ally normani camila shake shake shake shake shake shake shake shake girl single ladies shake shake shake shake girl shake girl shake shake shake pretty ladies bridge ally normani make time sorry late through favor later call there  dinah camila ally dinah camila reached phone number that longer service wait call back wait wait cause thinkin bout thinkin bout reached phone number lover probably lose time start dealin fact that thinkin bout thinkin bout,2016-07-15,7/27 (Napster Edition),2016,282
Top Down, ally lauren ally blaze cruisin down engine cruisin watch down truck ridin down with down down  camila small town cruisin city where fellas cute girls pretty world know going down lotta money lotta style what what  ally lauren ally blaze cruisin down engine cruisin watch down truck ridin down with down down post  lauren electric city baby mine tonight electric city shine bright electric city baby light electric city think might stay  normani dinah passed real woke realer clique going hard feel come take ride lotta money lotta style what what  ally lauren ally blaze cruisin down engine cruisin watch down truck ridin down with down down post  lauren electric city baby mine tonight electric city shine bright electric city baby light electric city think might stay  break  ally lauren ally blaze cruisin down engine cruisin watch down truck ridin down with down down post  lauren electric city baby mine tonight electric city shine bright electric city baby light electric city think might stay,2015-01-30,Reflection (Japan Deluxe Edition),2015,174
Going Nowhere, flict  lauren ally first give girl credit keep lovin cause realest night that stay side yeah always right thing matter cause nobody perfect know leave make stay  normani where going tryna tryna where going tryna baby baby where going tryna tryna where going tryna baby  camila cause know stay better listen words going nowhere going nowhere better like sense cause dime money well spent going nowhere going nowhere  dinah camila start pointin fingers wish loved loved baby same yeah make work baby crazy love hate thin line  ally dinah where going tryna where tryna where going tryna baby baby woah where going tryna where going tryna where going tryna baby  camila ally dinah cause know stay better listen words going nowhere going nowhere better like sense cause dime money well spent going nowhere going nowhere nowhere bridge lauren dinah normani dinah waitin waitin night gonna play games gonna lose sorry goodbye yeah yeah still want need happy still must blind  dinah camila where going tryna where goin tryna tryna where going tryna baby baby where goin tryna baby where going tryna where going tryna baby yeah  camila lauren dinah cause know stay down better listen words going nowhere going nowhere going nowhere better like sense like sense cause dime money well spent going nowhere going nowhere nowhere cause know stay better listen words words going nowhere nowhere going nowhere nowhere better like sense yeah cause dime money well spent going nowhere going nowhere going nowhere going nowhere,2015-01-30,Reflection (Japan Deluxe Edition),2015,256
Them Girls Be Like, dinah look should call back wear hair like that make stacks  lauren ever around hear talkin crazy like ever post pics filter hashtag woke like  camila ally them girls like them girls like them girls like them girls like that like that like yeah lovin life cause really care that like that like yeah lovin life cause really care  normani hatin phase take selfie every night least hundred likes  lauren ever around hear talkin crazy like ever post pics filter hashtag woke like  camila ally them girls like them girls like them girls like them girls like that like that like yeah lovin life cause really care that like that like yeah lovin life cause really care bridge camila dinah like girls much thirsty think boys missin woah woah know hate girls much thirsty think boys missin woah woah  camila ally them girls like them girls like them girls like them girls like that like that like yeah lovin life cause really care that like that like yeah lovin life cause really care,2014-08-24,Reflection (Japan Deluxe Edition),2014,180
This is How We Roll, this roll stay street week cause this roll gotta stay house cause party every weekend turn baby burn again this roll rollin rollin rollin drop  normani everybody party everybody party came party came party better move body better move body damn look body damn look body everybody everybody here hands hands wave like care wave like care hear yeah  dinah ally camila this place jumpin keep bumpin boys keep watchin wanna leave somethin makin clap makin clap clap clap clap clap clap clap clap clap need hands need hands that that that that that cause  this roll stay street week cause this roll gotta stay house cause party every weekend turn baby burn again this roll rollin rollin rollin drop  lauren camila wild crazy wild crazy wanna crazy wanna crazy free young free young blame clear clear boys boys there keep lookin here keep lookin here care yeah  dinah ally camila this place jumpin keep bumpin boys keep watchin wanna leave somethin makin clap makin clap clap clap clap clap clap clap clap clap need hands need hands that that that that that cause  this roll stay street week cause this roll gotta stay house cause party every weekend turn baby burn again this roll rollin rollin rollin bridge ally camila pull camera woah cause someone woah gonna wanna woah woah take picture snap post world yeah woah woah cause going town better believe woah woah sexy sexy yeah girls girls girls yeah roll  ally dinah lauren camila this roll roll stay street week cause stay street cause this roll roll gotta stay house cause yeah party party every weekend every weekend turn baby burn this roll this roll roll roll rollin yeah rollin rollin rollin rollin rollin rollin drop ally this roll,2015-01-30,Reflection (Japan Deluxe Edition),2015,301
Everlasting Love, camila ever ever ever ever ever ever fifth harmony baby yeah ever ever ever yeah yeah yeah everlasting love another  lauren always lookin shoulder cause ever wanna miss thinkin daily wait face even know know wait kiss somehow know finally lock eyes that feel  camila gonna needed make feel like dream whoever baby waitin  dinah dinah lauren ever everlasting love ever everlasting love never ever givin layin next looking ever everlasting love forever ever kind touch never ever enough baby meant  ally camila wasting time anybody baby want exceptional original someone deny love already know sounds crazy yeah hope save cause baby mine mine  camila gonna needed make feel like dream whoever baby waitin  dinah dinah lauren ever everlasting love ever everlasting love never ever givin layin next looking ever everlasting love forever ever kind touch never ever enough baby meant post  dinah dinah lauren everlasting love ever ever ever everlasting love ever ever ever everlasting love ever ever ever everlasting love everlasting love bridge normani normani camila even know name brain darling hardly wait know beautifully insane infinitely promise glad came wait show  dinah dinah lauren ever everlasting love every ever everlasting love enough never ever givin layin next looking ever everlasting love ever ever forever ever kind touch never ever enough baby meant baby meant post  dinah dinah lauren everlasting love ever ever ever everlasting love ever ever ever everlasting love ever ever ever everlasting love everlasting love,2015-01-30,Reflection (Japan Deluxe Edition),2015,250
Don’t Wanna Dance Alone, lauren callin girls there tonight yeah hundred percent every single trace weekdays gone yeah  normani there gotta million faces room room gets attention  camila lauren camila best feel like dancin night long nothing gonna stop want baby come cause wanna dance alone long thinkin bout feelin arms wrapped around body that want baby come cause wanna dance alone  camila floor feel starin across room what waitin want come make move  dinah dinah lauren million silhouettes dancin room room wanna gets attention  camila lauren camila best feel like dancin night long nothing gonna stop want baby come cause wanna dance alone long thinkin bout feelin arms wrapped around body that want baby come cause wanna dance alone bridge ally ally lauren come close baby want move slow never know things could come close baby want move slow never know things could  camila lauren camila best best feel like dancin feel like dancin night long night long nothing gonna stop want want baby come cause wanna dance alone long thinkin bout feelin arms your arms wrapped around body that want baby come cause wanna dance alone lone  camila dance alone wanna dance alone,2013-10-18,Reflection (Japan Deluxe Edition),2013,199
Suga Mama, flict  camila know want tell want lady deny sexy what  normani make green tryna take guess cash take team baby interlude lauren woah woah  normani camila suga mama suga mama baby suga mama said said suga mama suga mama suga mama suga mama baby suga mama even though love thought your your post  camila ally camila suga mama suga mama suga mama yeah  ally love nobody love like like call lazy food  dinah daddy said good ballin dough payin things something gotta change please please baby interlude lauren camila lauren ally ally woah woah yeah woah  normani camila ally camila suga mama suga mama baby suga mama said said suga mama suga mama suga mama suga mama baby suga mama even though love thought your your post  camila ally camila suga mama suga mama suga mama your suga mama yeah bridge normani normani dinah dinah lauren money money damn thang wish could honey make sang sang money money damn thang what want  normani camila camila suga mama suga mama your suga mama baby suga mama said said suga mama suga mama your suga mama suga mama baby suga mama even though love thought even though love thought your your post  camila ally suga mama suga mama suga mama suga mama suga mama suga mama  camila suga mama,2015-01-30,Reflection (Japan Deluxe Edition),2015,229
